"Text","Category","Label"
"Matatus need better shock absorbers; the ride can be jarring.","Transport","2"
"The matatu had a charging station for laptops; it's great for commuters.","Transport","2"
"I had a smooth and enjoyable ride on a well-maintained matatu.","Transport","2"
"Some matatus have a lack of legroom; it's uncomfortable for tall passengers.","Transport","2"
"The matatu I took had a pleasant aroma; it was refreshing.","Transport","2"
"Matatu drivers should follow traffic rules more diligently.","Transport","2"
"The matatu had a broken window that let in dust and noise.","Transport","2"
"I appreciate that matatus have introduced contactless payment options.","Transport","2"
"The matatu was overcrowded with vendors selling various items.","Transport","2"
"The matatu conductor was helpful in assisting passengers with their luggage.","Transport","2"
"Matatus need better signage for routes and destinations.","Transport","2"
"The matatu had a charging fee for phone usage; it's a bit much.","Transport","2"
"I had a peaceful ride in a matatu with no blaring music.","Transport","2"
"Some matatus have uncomfortable seats that need cushioning.","Transport","2"
"The matatu had a lost and found service for passengers.","Transport","2"
"Matatus should be more disability-friendly; it's hard for wheelchair users.","Transport","2"
"The matatu had a flat-screen TV showing the latest movies; it was entertaining.","Transport","2"
"I felt secure in a matatu with visible security cameras.","Transport","2"
"The matatu was delayed due to heavy traffic; it's a common issue.","Transport","2"
"The matatu conductor was honest and returned a lost wallet to a passenger.","Transport","2"
"Matatus need better communication systems for announcements.","Transport","2"
"The matatu had a faulty suspension that made the ride unpleasant.","Transport","2"
"I appreciate that matatus have started offering discounts for regular commuters.","Transport","2"
"The matatu was well-ventilated; it made the journey comfortable.","Transport","2"
"Some matatus have a dedicated section for passengers with children.","Transport","2"
"The matatu had a clean and well-maintained restroom, a rare find.","Transport","2"
"The matatu conductor was respectful and courteous to all passengers.","Transport","2"
"Matatus should have emergency exits for safety purposes.","Transport","2"
"The matatu had a comfortable seating layout with ample legroom.","Transport","2"
"I encountered a matatu with malfunctioning brakes; it was terrifying.","Transport","2"
"The matatu had a transparent fare system; no hidden charges.","Transport","2"
"I had an enjoyable ride in a matatu with a friendly co-passenger.","Transport","2"
"Matatus need better signage for emergency exits.","Transport","2"
"The matatu had a malfunctioning engine that caused frequent stops.","Transport","2"
"I appreciate that matatus have started using eco-friendly fuels.","Transport","2"
"The matatu conductor was efficient in collecting fares and issuing tickets.","Transport","2"
"Matatus should provide information on routes and stops more clearly.","Transport","2"
"The matatu had a smooth ride with a well-maintained suspension.","Transport","2"
"I had a pleasant journey in a matatu with a panoramic sunroof.","Transport","2"
"Some matatus have uncomfortable seats that need better cushioning.","Transport","2"
"The matatu had a clean and well-lit interior, which was welcoming.","Transport","2"
"I encountered a matatu with a malfunctioning horn; it's a safety concern.","Transport","2"
"The matatu had a friendly driver who engaged in conversation with passengers.","Transport","2"
"Matatus should have first-aid kits onboard for emergencies.","Transport","2"
"The matatu had a charging station for electronic devices; it's convenient.","Transport","2"
"I felt secure in a matatu with a trained security personnel.","Transport","2"
"The matatu was delayed due to a mechanical issue; maintenance is essential.","Transport","2"
"The matatu conductor was patient and helpful with elderly passengers.","Transport","2"
"Matatus need better communication systems for announcements and updates.","Transport","2"
"The matatu had a comfortable seating arrangement with armrests.","Transport","2"
"I appreciate that matatus have introduced loyalty programs for regular riders.","Transport","2"
"The matatu was equipped with free onboard Wi-Fi; it's a great perk.","Transport","2"
"The matatu had a spacious interior, making it comfortable for passengers.","Transport","2"
"I had a peaceful ride without any blaring music in the matatu.","Transport","2"
"Some matatus have an attractive exterior design with artwork.","Transport","2"
"The matatu had a clean and well-maintained restroom onboard.","Transport","2"
"I encountered a matatu with a broken ticketing system; it caused confusion.","Transport","2"
"The matatu had a knowledgeable driver who provided travel tips.","Transport","2"
"Matatus should provide more information about the route and stops.","Transport","2"
"The matatu had a malfunctioning air conditioner that needs repair.","Transport","2"
"I felt secure in a matatu with a clear emergency exit plan.","Transport","2"
"The matatu was delayed due to inclement weather; it's understandable.","Transport","2"
"The matatu conductor was friendly and ensured passengers were comfortable.","Transport","2"
"Matatus need better organization in terms of boarding and alighting.","Transport","2"
"The matatu had a charging fee for electronic device usage; it's reasonable.","Transport","2"
"I had a smooth and enjoyable ride in a well-maintained matatu.","Transport","2"
"Some matatus have an annoying habit of honking excessively.","Transport","2"
