id,tender-title,tender-ref_No,contract_amount,contract_code,contract_status,created_at,expected_completion_date,month,org_name,pin_number,supplier_name,tender_award_date,type,updated_at,year
3538,"supply, delivery and deployment of new extensions to tims modules",NTSA/DP-002/2017-2018,"19,269,920.00",F9LTQTHS,Ongoing,2019-01-31 13:51:26,2018-12-31,Dec,National Transport and Safety Authority,P000597676Q,the copy cat limited,2017-12-14,State Corporation,0 Days,2017
3539,"provision of group life, group personal accident & work injury benefit...",KLRC/002/2017,"2,094,662.00",EY7O5INB,Ongoing,2018-10-03 12:02:48,2019-01-04,Dec,Kenya Law Reform Commission,P000609862J,madison insurance company kenya limited,2017-12-11,State Corporation,0 Days,2017
3540,tender for provision of insurance brokerage services for staff medical...,ADC 3/2017/18,"18,375,578.00",4MDXQM8Z,Ongoing,2018-08-14 10:53:36,2018-12-20,Dec,Agricultural Development Corporation,P051331128L,kenbright healthcare administrators limited,2017-12-07,State Corporation,0 Days,2017
3541,provision of insurance brokerage services for property insurance,NTSA/NCB-004/2017-2018,"6,797,821.00",12UYJ3UQ,Ongoing,2018-08-20 12:46:30,2018-12-31,Dec,National Transport and Safety Authority,P000610588X,pelican insurance brokers (k) limited,2017-12-06,State Corporation,0 Days,2017
3542,provision of medical insurance cover,NTSA/NCB-002/2017-2018,"82,383,972.00",NTZ5DMNM,Ongoing,2019-01-31 15:56:00,1970-01-01,Dec,National Transport and Safety Authority,P000609348E,britam general insurance company (kenya) limited,2017-12-06,State Corporation,0 Days,2017
3543,supply of airtime for ppra staff for the year 2017 - 2019,PPRA/QT/26/2017 - 2018,"1,272,000.00",HP9QAAJG,Ongoing,2018-12-13 14:47:36,2018-12-31,Dec,Public Procurement Regulatory Authority,A006503564W,wilbiz investments,2017-12-02,State Corporation,0 Days,2017
3544,proposed painting of terminal 1 and 2 at moi international airport,KAA/ES/MIA/1211/C,"24,967,064.00",049ZRGUP,Ongoing,2018-09-10 12:26:22,2018-04-30,Dec,Kenya Airport Authority,P051384347E,garvins logistics limited,2017-12-01,State Corporation,0 Days,2017
3545,provision of car tracking services,NCA/T/13/2017-2018,"1,900,000.00",EAPA3N0F,Ongoing,2018-08-15 14:38:20,2018-12-28,Nov,National Construction Authority,P051442354Z,unique tracking company limited,2017-11-27,State Corporation,0 Days,2017
3546,tender for the provision of annual support services for the kentrade e...,KTNA/OT/01/2017-2018,"10,705,983.00",WQYDSYUQ,Ongoing,2018-09-28 11:59:42,2019-01-09,Nov,Kenya Trade Network Agency,P051529300B,kobby technologies limited,2017-11-23,State Corporation,0 Days,2017
3547,provision of staff's group life insurance cover,Tender No.KFS/04/2017-2018,"39,907,223.00",UTSLHJQP,Ongoing,2019-01-23 10:41:27,2019-12-16,Nov,Kenya Forest Service,P000612067R,the kenyan alliance insurance company limited,2017-11-22,State Corporation,8 Months,2017
3548,provision of group personal accident cover (gpa),KFS/05/2017-2018,"4,338,685.00",EJ5VZBF4,Ongoing,2019-01-23 15:23:14,2019-12-16,Nov,Kenya Forest Service,P000609348E,britam general insurance company (kenya) limited,2017-11-22,State Corporation,8 Months,2017
3549,"provision of insurance covers (medical, group personal accident, group...",WASREB/TND/01/2017-2018,"1,488,522.00",AOBODPJ4,Ongoing,2019-03-14 15:32:37,2018-12-04,Nov,Water Service Regulatory Board,P051167757L,plan &place insurance brokers limited,2017-11-20,State Corporation,0 Days,2017
3550,repair of ifr4100ma control unit,GCA/QUO/07/2018-2019,"145,000.00",JQGE91EO,Ongoing,2019-03-06 12:26:17,2018-12-04,Nov,County Assembly Of Garissa,P051608563S,digital congress systems and  designs limited,2017-11-15,County Assemblies,0 Days,2017
3551,supply of 10ton flatbed truck,KPC/PU/040-OT/17-18,"1,083,142,300.00",APXFNHMJ,Ongoing,2018-08-13 16:15:52,2018-06-21,Nov,Kenya Pipeline Company,P000608609Y,isuzu east africa limited,2017-11-13,State Corporation,0 Days,2017
3552,supply and delivery of foodstuffs (perishables),TENDER NO. MTRH/T/11/2017-2018,"80,000.00",6SGI0AST,Ongoing,2019-02-28 15:04:29,2019-02-18,Nov,Moi Teaching and Referral Hostipal,KRAELD0943522018,namina enterprises,2017-11-08,State Corporation,0 Days,2017
3553,provision of staff medical insurance cover,NTZDC/TN/13/2017/19,"29,692,096.00",D9F1TFLW,Ongoing,2018-09-27 14:01:24,2018-12-03,Nov,Nyayo Tea Zones Develop Corporation,P051341992E,goldfield insurance brokers limited,2017-11-08,State Corporation,0 Days,2017
3554,supply and delivery of bauxite,EAPCC/OT/134/2017,"106,000,000.00",PMOV9AVQ,Ongoing,2018-09-13 10:54:41,2019-11-10,Nov,The East African Portland Cement Company,P051381104I,chevron africa limited,2017-11-02,State Corporation,7 Months,2017
3555,"provision of comprehensive insurance cover for aircraft,passengers and...",Tender No.KFS/02/2017-2018,"3,361,055.00",OYKAJWYC,Ongoing,2019-01-17 11:27:19,2019-11-05,Nov,Kenya Forest Service,P000609341X,phoenix of east africa assurance company limited,2017-11-01,State Corporation,7 Months,2017
3556,"provision of décor, hire of tents, tables and chairs",KRA/HQS/NCB-006/2017-2018,"609,600.00",YE55V5MT,Ongoing,2018-10-25 15:16:25,2020-10-27,Oct,Kenya Revenue Authority,P051388629P,royalmark services limited,2017-10-27,State Corporation,1 Year,2017
3557,provision of cleaning services,CAK/TEND/007/2017-2018,"1,700,000.00",PGM5N7R2,Ongoing,2018-08-27 11:38:42,2018-11-13,Oct,Competition Authority of Kenya,P051527645N,dechrip east africa limited,2017-10-24,State Corporation,0 Days,2017
3558,"provision of regular maintenance,servicing & repairs of four (4) kone...",KAA/ES/HQ/1142/M,"10,436,151.00",N1DRWH3I,Ongoing,2018-11-15 12:14:46,2022-02-25,Oct,Kenya Airport Authority,P051445977U,kone kenya limited,2017-10-18,State Corporation,2 Year,2017
3559,tender for provision of broadband internet services (mpls),NCA/T/09/2017-2018,"8,655,920.00",1EFDPXSM,Ongoing,2018-08-14 12:07:43,2018-12-31,Oct,National Construction Authority,P051128176G,telkom kenya limited,2017-10-16,State Corporation,0 Days,2017
3560,supply and delivery of  crushed pozzolana.,EAPCC/ONT/135/2017,"78,000,000.00",MUJJWHVR,Ongoing,2018-09-12 13:22:10,2019-12-15,Oct,The East African Portland Cement Company,P051556360M,baraare company limited,2017-10-12,State Corporation,8 Months,2017
3561,supply and delivery of plastic toilets,NTZDC/TN/07/2017-18,"5,124,300.00",WG3LQ5N5,Ongoing,2018-09-19 13:01:22,2018-10-25,Oct,Nyayo Tea Zones Develop Corporation,P051645665T,diadems ventures limited,2017-10-12,State Corporation,0 Days,2017
3562,supply and delivery of plastic toilets,NTZDC/TN/07/2017-18,"5,079,350.00",9MA9QGV1,Ongoing,2018-09-21 16:52:49,2018-10-25,Oct,Nyayo Tea Zones Develop Corporation,A006619441D,scarletta supplies,2017-10-12,State Corporation,0 Days,2017
3563,annual maintenance contract for marine yamaha motor boat engines,KRA/HQS/DP-091/2016-2017,"10,109,399.00",JOOBN5SJ,Ongoing,2019-02-20 15:09:33,2020-06-30,Oct,Kenya Revenue Authority,P000591111Y,mantrac kenya limited,2017-10-11,State Corporation,1 Year,2017
3564,supply of exhaust valve cage for engine no.1 for kipevu power station...,KGN-KIP-13-2017,"26,833,233.00",KJEN0V2K,Ongoing,2018-11-06 15:11:28,2018-11-04,Oct,Kenya Electricity  Generating Company,P051303560V,man diesel & turbo kenya limited,2017-10-09,State Corporation,0 Days,2017
3565,provision of medical cover,CAK/TEND/004/2017-2018,"9,252,265.00",KSPZ5T9F,Ongoing,2018-09-28 11:03:42,2018-11-18,Oct,Competition Authority of Kenya,P051166688P,the jubilee insurance company of kenya limited,2017-10-05,State Corporation,0 Days,2017
3566,provision of sanitary units,CAK/RFQ/036/2017-2018,"45,240.00",OSDDDD0K,Ongoing,2018-09-28 11:49:24,2018-11-13,Oct,Competition Authority of Kenya,P051581750C,sagana holdings limited,2017-10-05,State Corporation,0 Days,2017
3567,provision of security services,CAK/TEND/003/2017-2018,"1,322,400.00",VJORQRYG,Ongoing,2018-10-18 16:46:29,2018-11-14,Oct,Competition Authority of Kenya,P051100615Z,hatari security guards limited,2017-10-05,State Corporation,0 Days,2017
3568,consultancy services for the development of an intergrated masterplan...,AWSB/WASSIP-AF/COMP.1/CS-51/2016...,"133,510,000.00",MECYKXIW,Ongoing,2018-08-15 12:24:32,2019-01-15,Oct,Athi Water Service Board,P051475653M,mangat i.b.patel (mibp) limited,2017-10-05,State Corporation,0 Days,2017
3569,"provision of cleaning services at extelcom house 2nd, 5th and 8th floo...",SDSP/T/001/2017 - 2018,"5,145,000.00",8I8C1M6G,Ongoing,2018-09-13 14:01:49,2019-08-31,Oct,State Department for ASALs,P051397081O,rwamosi company limited,2017-10-02,State Department,4 Months,2017
3570,proposed foundation works for the secondary data centre at moi interna...,KAA/ES/MIA/1186,"8,627,050.00",C3Q69J9Q,Ongoing,2018-09-19 8:52:05,2018-02-20,Sep,Kenya Airport Authority,P051420934T,pinakim africa limited,2017-09-28,State Corporation,0 Days,2017
3571,"supply and delivery of 120,000 metric of coal.",EAPCC/OT/125/2017,"1,940,520,000.00",BPSOHOQK,Ongoing,2018-12-20 14:58:12,2020-11-30,Sep,The East African Portland Cement Company,P051162134K,riftcot limited,2017-09-27,State Corporation,1 Year,2017
3572,procurement of ifmis primary site infrastructure refresh and disaster...,TNT/009/2017-2018,"783,139,641.00",GHFWTLWE,Ongoing,2018-08-28 8:34:51,2020-11-30,Sep,The National Treasury and Planning,P051159900X,sybyl kenya limited,2017-09-26,Ministry,1 Year,2017
3573,"provision of private security services for nca hq, hill plaza and supp...",NCA/T/05/2017-2018,"3,732,480.00",0XFDYB6D,Ongoing,2018-08-15 13:57:51,2018-10-13,Sep,National Construction Authority,P051116679J,lavington security guards limited,2017-09-25,State Corporation,0 Days,2017
3574,"provision of cleaning and sanitary services at nca hq, hill plaza and...",NCA/T/04/2017-2018,"2,730,039.00",QFIZBKN7,Ongoing,2018-08-15 11:28:06,2018-12-03,Sep,National Construction Authority,P051151061I,kleansley hygiene plus limited,2017-09-15,State Corporation,0 Days,2017
3575,supply of office beverages,BEVERAGES 001,"100,000.00",XMVMOMP9,Ongoing,2018-08-14 12:51:25,1970-01-01,Sep,Unclaimed Financial Assests Authority,P051123223G,naivas limited,2017-09-12,State Corporation,0 Days,2017
3576,"provision of photography, videography and audio visual services",CA/PROC/OT/03/2016-2017,"69,500.00",ZMCKJZTC,Ongoing,2019-02-15 17:21:22,2018-12-07,Sep,Communications Authority of Kenya,P051536349N,pillar audio visual services limited,2017-09-11,State Corporation,0 Days,2017
3577,supply and delivery of fuels,EAPCC/OT/130/2017,"118,094,400.00",1A3680Y5,Ongoing,2018-09-13 12:25:21,2019-10-04,Sep,The East African Portland Cement Company,P000614221H,national oil corporation of kenya limited,2017-09-08,State Corporation,6 Months,2017
3578,supply of stationery,CDA T-2/2017-2019,"79,600.00",T1BLM63Z,Ongoing,2018-12-03 16:16:05,2018-12-06,Sep,Coast Development Authority,A003074850N,morning star agency,2017-09-04,State Corporation,0 Days,2017
3579,provision of pest control and sanitary services,EAPCC/RT/217/2017,"3,619,200.00",0TRLMZIS,Ongoing,2018-09-11 13:17:52,2019-09-06,Sep,The East African Portland Cement Company,P000591931N,rentokil initial kenya limited,2017-09-01,State Corporation,5 Months,2017
3580,tender for relocation of stores at turkwel power station (women),KGN-TURK-06-2017,"22,981,427.00",FBQQUHUC,Ongoing,2018-11-16 11:25:06,2018-02-11,Sep,Kenya Electricity  Generating Company,P051301149N,gridiron holdings limited,2017-09-01,State Corporation,0 Days,2017
3581,tender for supply of furniture for kamburu senior staff club,KGN-HYD-017-2017,"2,807,896.00",0XQBFXNC,Ongoing,2018-11-14 8:59:30,2017-12-04,Aug,Kenya Electricity  Generating Company,P051109597P,ramboo colourcane,2017-08-30,State Corporation,0 Days,2017
3582,construction of ura 4 dam,TWSB/035/2017-2018,"58,271,400.00",1MSS9VP9,Ongoing,2019-02-14 13:04:58,2018-04-09,Aug,Tana Water Service Board,P051178900X,amg sagirin limited,2017-08-29,State Corporation,0 Days,2017
3583,provision of maintenance and repair services for kra motor vehicles (g...,KRA/HQS/NCB-063/2016-2017,0.00,MSIB0S4O,Ongoing,2019-02-21 15:29:30,2019-08-27,Aug,Kenya Revenue Authority,P051197399U,apex motor mart limited,2017-08-28,State Corporation,4 Months,2017
3584,nairobi city water distribution network modifications project - extens...,AWSB/KfW/NCD/W/03(A)/2017,"431,020,668.00",IWTVC03T,Ongoing,2018-08-15 10:06:06,2019-04-30,Aug,Athi Water Service Board,P051343026Q,nanchang foreign engineering company (kenya) limited,2017-08-24,State Corporation,26 Days,2017
3585,proposed erection and completion of kitui land registry(access and con...,IFMIS NO.445268-2016-2017,"1,120,500.00",SRBM9AOP,Ongoing,2018-10-12 17:21:25,2019-03-20,Aug,Ministry of Lands and Physical Planning,P051430196C,top choice surveillance limited,2017-08-18,Ministry,0 Days,2017
3586,proposed erection and completion of kitui land registry,IFMIS NO.44173 2016-2017,"21,776,235.00",WKPH0PAC,Ongoing,2018-10-14 11:10:38,2019-09-20,Aug,Ministry of Lands and Physical Planning,P051326589S,benris investments limited,2017-08-18,Ministry,5 Months,2017
3587,proposed erection and completion of olkalau land registry(electrical i...,IFMIS NO.445294-2016-2017,"2,830,722.00",78XKNX1B,Ongoing,2018-10-14 11:29:37,2019-03-19,Aug,Ministry of Lands and Physical Planning,P051430196C,top choice surveillance limited,2017-08-18,Ministry,0 Days,2017
3588,proposed erection and completion of bomet land registry(access and con...,"IFMIS NO,445288-2016-2017 ","1,120,500.00",NOEMQGGY,Ongoing,2018-10-14 11:56:47,2019-03-18,Aug,Ministry of Lands and Physical Planning,P051430196C,top choice surveillance limited,2017-08-18,Ministry,0 Days,2017
3589,proposed erection and completion of kitui land registry(electrical ins...,IFMIS NO.445281-2016-2017,"2,830,755.00",V4U0JQ8U,Ongoing,2018-10-15 7:50:36,2019-03-20,Aug,Ministry of Lands and Physical Planning,P051430196C,top choice surveillance limited,2017-08-18,Ministry,0 Days,2017
3590,proposed erection and completion of bomet land registry(electrical  in...,IFMIS NO.445226,"2,830,755.00",TARWL4VN,Ongoing,2018-10-15 8:04:57,2019-03-19,Aug,Ministry of Lands and Physical Planning,P051430196C,top choice surveillance limited,2017-08-18,Ministry,0 Days,2017
3591,proposed erection and completion of bomet land registry(main works),IFMIS NO.445176-2016-2017,"21,327,490.00",ALCWQDLG,Ongoing,2018-11-01 8:30:07,2019-03-18,Aug,Ministry of Lands and Physical Planning,P051223356X,techniques general supplies limited,2017-08-18,Ministry,0 Days,2017
3592,provision of connectivity services to link various commissions and oth...,TNT/034/2016-2017,"6,613,858.00",ILQKGSTJ,Ongoing,2018-08-08 16:27:27,2018-09-20,Aug,The National Treasury and Planning,P051128176G,telkom kenya limited,2017-08-17,Ministry,0 Days,2017
3593,tender of supply installation and commissioning of an incinerator of t...,KGN-TURK-07-2017,"6,612,000.00",UHJEYIGE,Ongoing,2018-11-13 9:29:25,2018-10-25,Aug,Kenya Electricity  Generating Company,P051679851A,ndulima investment limited,2017-08-17,State Corporation,0 Days,2017
3594,supply and delivery of heavy fuel oil to kipevu i and iii power statio...,KGN-FUEL-04-2017,"1,808,000,000.00",VL9Z3AKH,Ongoing,2018-11-02 10:10:34,2019-07-01,Aug,Kenya Electricity  Generating Company,P051144786G,dalbit petroleum limited,2017-08-08,State Corporation,2 Months,2017
3595,supply & installation of apron floodlights & street lighting at isiolo...,KAA/ES/ISIOLO/1190/E,"27,783,139.00",LPVZCMH9,Ongoing,2018-10-01 16:03:46,2018-04-13,Aug,Kenya Airport Authority,P051351682A,ascot engineering solutions limited,2017-08-01,State Corporation,0 Days,2017
3596,supply of stationery,CDA T-2/2017/2019,"31,770.00",YHNNGF,Active,2019-03-28 16:26:18,2019-02-21,Mar,Coast Development Authority,P051307848K,macro steps enterprises,2017-07-26,State Corporation,0 Days,2019
3597,supply of fresh cut flowers and maintenance of indoor plants,HELB/RFQ/122/2016-2017,"1,640,000.00",QAVWOAYA,Ongoing,2018-08-15 18:43:47,2019-06-30,Jul,Higher Education Loan Board,A003840599I,salsy enterprise,2017-07-18,State Corporation,2 Months,2017
3598,provision of internet connectivity services,NTSA/NCB-014/2016-2017,"23,013,320.00",LLDNHCJX,Ongoing,2018-11-20 10:58:57,2020-10-05,Jul,National Transport and Safety Authority,P051129820X,safaricom plc,2017-07-18,State Corporation,1 Year,2017
3599,provision of security services,ERC/PROC/4/3/16-17/103,"1,495,200.00",4OH5GINF,Ongoing,2018-08-07 14:36:59,2019-06-30,Jul,Energy Regulatory Commission,P051184137T,babs security services limited,2017-07-15,State Corporation,2 Months,2017
3600,provision of fumigation and pest control services for kra offices coun...,KRA/\HQS/NCB-059/2016-2017,"6,169,513.00",4BDG9IRF,Ongoing,2019-02-25 15:49:33,2019-07-31,Jul,Kenya Revenue Authority,P051527645N,dechrip east africa limited,2017-07-12,State Corporation,3 Months,2017
3601,supply of stationery,CDA 136/2018/2019,"24,350.00",NVZAIK,Active,2019-03-29 11:34:26,2019-03-18,Mar,Coast Development Authority,P051366925I,mally africa enterprises,2017-07-12,State Corporation,0 Days,2019
3602,proposed erection & completion of the kenya dairy board national dairy...,KDB/W/400/2/17,"110,000,000.00",IXPQN1NH,Ongoing,2018-11-15 10:33:16,2019-02-05,Jul,Kenya Dairy Board,P000625079E,njuca consolidated company limited,2017-07-12,State Corporation,0 Days,2017
3603,supply and delivery of medical  gases,KNH/T/18/2018-2019,"4,094,936.00",JL225CJ1,Ongoing,2019-03-11 17:02:04,2019-06-30,Jul,Kenyatta National Hospital,P051194182B,crown healthcare,2017-07-11,State Corporation,2 Months,2017
3604,murang’a commuities water supplies project - labour,AWSB/MCWSP/GoK/02/2017,"119,629,206.00",D7JTODK0,Ongoing,2018-10-11 11:45:54,2018-10-22,Jul,Athi Water Service Board,P000595543A,eslon plastics of kenya limited,2017-07-11,State Corporation,0 Days,2017
3605,provision of ifmis secondary note co – location site,TNT/035/2016-2017,"68,544,133.00",CYVMGMOD,Ongoing,2018-08-15 15:57:24,2018-09-30,Jul,The National Treasury and Planning,P000609533Z,kenya airways plc,2017-07-03,Ministry,0 Days,2017
